gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,No,No,57,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),86.56,4509.64,No
Male,0,No,Yes,10,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,100.61,976.69,No
Male,0,No,No,37,No,No,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,86.7,2890.37,No
Male,0,No,Yes,48,No,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,105.61,4749.96,No
Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,Yes,Mailed check,28.64,1799.1,No
Female,0,Yes,No,56,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,110.36,6041.21,No
Female,1,No,No,36,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.26,3324.39,No
Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),110.3,3750.24,Yes
Male,0,Yes,Yes,55,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,93.09,5408.63,Yes
Male,1,No,No,38,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),47.44,1773.71,No
Female,0,Yes,Yes,15,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),31.39,498.2,No
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,32.96,518.64,Yes
Male,0,No,No,53,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),69.89,3813.13,No
Female,0,Yes,Yes,56,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),59.09,3521.82,Yes
Male,1,No,Yes,7,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.42,619.99,Yes
Female,0,Yes,No,57,Yes,No,No,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.33,3675.69,No
Female,1,Yes,Yes,55,Yes,No,No,No internet service,No,No,No,No,No,Two year,Yes,Mailed check,32.53,1625.8,No
Female,0,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,20.22,1066.14,No
Male,1,Yes,No,4,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),32.83,123.35,No
Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),34.67,1635.15,No
Male,1,Yes,No,40,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Mailed check,91.99,3323.63,No
Male,0,Yes,Yes,30,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),48.53,1528.27,Yes
Male,1,Yes,No,10,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),29.36,266.73,No
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,95.54,683.61,Yes
Male,0,No,No,36,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),114.05,4040.14,No
Female,1,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,30.05,1079.69,Yes
Male,0,Yes,No,39,No,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,116.31,4773.74,No
Female,1,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,115.03,3754.47,No
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,No,Electronic check,72.31,1452.35,No
Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.58,2644.35,Yes
Male,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,33.81,1882.2,No
Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),102.39,4593.13,No
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),80.47,2205.6,No
Female,0,Yes,Yes,36,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,85.13,3212.67,Yes
Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.09,4461.65,Yes
Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,No,Credit card (automatic),64.39,2951.65,No
Female,0,No,No,33,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.81,1891.19,Yes
Male,0,No,Yes,45,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.23,4309.01,No
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),49.72,2381.42,No
Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,52.79,728.21,No
Female,0,No,No,17,No,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,58.11,933.32,No
Female,1,No,No,12,Yes,Yes,No,No,No,No,Yes,No,No,One year,Yes,Mailed check,105.64,1253.52,No
Female,1,Yes,No,22,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.91,1975.42,No
Female,0,Yes,No,23,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,49.14,1242.31,No
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.36,396.94,Yes
Female,1,No,No,68,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),59.28,4392.02,No
Female,0,No,No,51,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),82.46,4183.97,No
Male,0,No,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.62,1235.77,No
Female,0,No,Yes,57,Yes,No,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.04,2254.89,No
Female,0,No,No,55,Yes,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,44.94,2627.28,No
Male,0,Yes,Yes,28,No,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,113.01,3323.19,No
Female,0,No,No,44,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.51,2804.54,No
Male,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,51.41,1003.64,No
Male,1,No,Yes,46,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,One year,No,Electronic check,89.57,3895.33,No
Female,0,No,No,3,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,Yes,Electronic check,66.79,202.05,No
Male,0,Yes,Yes,20,No,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),44.68,830.31,No
Male,1,No,No,25,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,No,Mailed check,60.93,1472.94,No
Male,0,No,No,56,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,34.42,2039.0,No
Male,0,Yes,Yes,61,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),47.96,2641.18,No
Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),61.85,3483.98,Yes
Male,1,Yes,Yes,35,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,71.8,2609.99,Yes
Female,0,Yes,Yes,59,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),94.17,6000.28,No
Male,1,Yes,No,39,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,58.49,2398.12,Yes
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,Yes,Mailed check,74.57,4167.88,No
Male,0,No,Yes,67,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Mailed check,115.1,8121.31,No
Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,101.83,3549.11,No
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,43.7,1822.79,No
Female,0,No,No,22,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),41.35,832.15,No
Male,0,Yes,Yes,27,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.27,2347.78,No
Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,79.53,1792.75,No
Female,0,No,No,41,No,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),74.69,3023.61,No
Male,1,Yes,No,31,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.42,1142.85,No
Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,56.26,1641.68,No
Male,0,No,No,37,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.94,3574.04,No
Female,0,No,Yes,66,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,92.36,5593.62,No
Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),36.52,1796.27,No
Female,0,Yes,No,9,Yes,No,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),62.69,597.8,No
Male,0,Yes,No,42,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,64.27,2447.06,No
Male,0,No,No,36,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),70.86,2805.5,No
Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),66.12,611.94,No
Female,0,No,No,59,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),70.17,4367.85,No
Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,101.31,4350.43,No
Female,0,No,Yes,54,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,58.95,3060.06,No
Male,1,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),75.2,2957.21,No
Female,0,No,No,7,No,No phone service,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,80.68,615.86,No
Male,0,Yes,No,4,No,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,114.23,498.51,No
Female,0,Yes,No,15,Yes,No,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,85.47,1392.34,Yes
Male,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),33.07,1515.9,No
Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.25,428.14,Yes
Female,0,No,No,35,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),86.19,2777.0,No
Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,20.95,1400.36,No
Female,0,No,No,71,No,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,27.53,2021.74,No
Male,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,21.9,1579.28,No
Female,0,Yes,Yes,58,Yes,No,No,No internet service,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),24.83,1310.62,No
Male,0,No,Yes,19,Yes,Yes,No,No internet service,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),28.97,593.41,No
Male,1,No,No,62,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Mailed check,115.78,7533.41,No
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,One year,No,Electronic check,40.67,2905.06,No
Male,0,No,No,10,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Mailed check,40.46,444.25,No
Female,0,No,Yes,25,Yes,No,No,No,No,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.74,2519.35,No
Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.28,3955.88,Yes
Male,0,Yes,Yes,58,No,Yes,No,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,87.58,4911.81,No
Male,0,No,No,25,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),62.17,1562.49,No
Female,0,Yes,No,40,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),23.12,903.87,No
Female,0,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),102.65,7659.03,Yes
Female,0,No,No,10,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.08,1144.5,No
Female,0,Yes,No,66,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),68.18,4919.87,Yes
Male,0,Yes,No,25,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),84.49,2246.7,Yes
Male,0,No,Yes,71,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),67.77,4915.71,No
Female,0,Yes,No,11,Yes,No,No,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),49.62,558.22,No
Male,1,No,No,36,Yes,No,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),74.03,2497.97,No
Male,0,Yes,No,49,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),88.86,4147.94,No
Male,0,No,Yes,48,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,35.46,1871.36,No
Female,0,No,No,7,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.07,487.07,Yes
Female,1,Yes,Yes,51,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),97.6,4944.62,No
Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,No,Mailed check,67.56,1122.18,No
Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,35.69,1185.08,Yes
Female,0,Yes,Yes,26,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.97,2689.72,No
Female,0,No,No,22,No,No,No,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,87.39,1992.93,No
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,83.25,1181.99,Yes
Female,0,Yes,No,12,Yes,Yes,No,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,85.17,971.43,No
Male,1,No,Yes,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),44.51,3078.47,No
Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,69.23,67.04,No
Male,0,Yes,Yes,33,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,52.6,1666.49,No
Male,1,Yes,No,14,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.35,1380.43,No
Female,0,No,No,64,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),78.88,5179.62,No
Male,0,No,No,43,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),91.73,3982.34,No
Male,0,No,Yes,58,Yes,No,No,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),86.03,4998.39,No
Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.37,2971.69,No
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,100.49,6350.25,No
Female,1,No,No,39,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,81.54,2970.0,No
Male,0,No,Yes,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,42.68,42.79,No
Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,49.07,1953.01,No
Female,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.7,4319.98,No
Female,1,Yes,Yes,13,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,114.12,1540.12,No
Female,1,Yes,Yes,71,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),74.8,5306.63,Yes
Male,1,No,No,9,Yes,No,DSL,No internet service,No,No,No,No,No,One year,No,Electronic check,58.55,495.57,No
Male,0,Yes,Yes,63,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),82.5,4952.6,No
Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),68.35,1642.18,No
Female,0,Yes,No,54,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),104.17,5431.08,Yes
Male,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),103.3,4568.18,No
Male,0,No,No,39,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.62,2797.49,Yes
Female,0,No,Yes,26,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,100.46,2396.76,No
Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Electronic check,39.3,36.52,No
Female,0,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,57.39,838.37,No
Female,0,No,No,65,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,27.96,1790.4,Yes
Male,0,Yes,Yes,69,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),100.78,7305.59,No
Male,0,Yes,No,67,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),117.52,7956.95,No
Female,0,No,No,49,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),77.68,3456.3,No
Female,0,Yes,No,50,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,96.65,5010.48,No
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,60.16,3702.66,No
Female,0,No,No,53,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),76.16,4079.0,Yes
Male,0,No,Yes,57,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,54.74,3000.09,No
Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,89.68,1457.83,No
Male,1,Yes,No,16,No,No,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,44.62,771.99,No
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),35.32,73.56,Yes
Male,0,Yes,No,13,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,109.86,1298.16,No
Female,0,No,No,45,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,106.43,5115.59,No
Female,0,No,No,72,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,103.5,6785.88,No
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),102.15,4578.23,No
